Account,ISIN,Short Name,PX_LAST,CRNCY,144A_FLAG,PRVT_PLACE,AMT_Issued,EXCHANGE RATE,Issue Size (USD mil),MARKET_SECTOR_DES,MTY_TYP,Bond Type,CPN_TYP,CPN_TYP_adj,IS_SUBORDINATED,CAPITAL_CONTINGENT_SECURITY,IS_CD,ULT_PARENT_CNTRY_OF_RISK,CNTRY_OF_RISK,Country Classification,INDUSTRY_SECTOR,INDUSTRY_GROUP,GUARANTOR_EQY_TICKER,Issuer_Parent_Eqy_Ticker,ULT_PARENT_TICKER_EXCHANGE,Issuer Ticker to Use,RTG_SP_LT_FC_ISSUER_CREDIT,RTG_MDY_LT_FC_DEBT_RATING,RTG_MOODY_LONG_TERM,ISSUER_RTG_MOODY_0,ISSUER_RTG_SP,ISSUER_RTG_MOODY,ISSUER Lowest Rating in S&P Equivalent,RTG_SP,RTG_MOODY,RTG_SP_adj,RTG_MOODY_adj,YAS_ISPREAD_TO_GOVT,DISC_MRGN_ASK,SPREAD,CALLED,CALLED_DT,Issue Lowest Rating in S&P Equivalent,Use Issue or Issuer Rating?,Rating to Use,Rating_Ranked,IG / NIG Indicator,Maturity,"Yrs to maturity 
(Perp = 30 yrs)",Tenor Bucket,Tenor Column,Tenor_Ranked,Indicative_LTV_1 @ IM,Pass Private Placement/144A check?,Pass ABS/CDO check?,Straight Bond ≥ 40% price / Perp ≥ 50% price?,Issue Size ≥ USD 100mil for sub IG and EM bond?,Approved CCY?,Approved Country of Risk?,Floating Coupon Adjustments (+LTV%),"ZCB (-5% LTV for 5-10Y, -10% LTV for >10Y)",Subs - if issuer rating <= issue rating OR if no issue rating then -10% LTV,BB+/ B/ B-/ NR Sovereign = +5% LTV,"800-1200= -10% LTV
1000-1200= -20% LTV
>1200 - no financing",Indicative_LTV_2 @ IM,FINAL_LTV @ IM,FINAL_LTV @ MC,FINAL_LTV @ SL,FINAL_HC @ IM,FINAL_HC @ MC,FINAL_HC @ SL,Warning Comments,System HC @ MC,Difference in HC,Review Comments
0,XS1090889947,ABJA INVESTMENT,99.924,USD,N,N,1000000000,1,1000,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,IN,IN,EM,Basic Materials,Iron/Steel,TATA IN,TATA IN,NIL,TATA IN,BBB-,NIL,Baa3,Baa3,BBB-,Baa3,BBB-,BBB-,NIL,BBB-,NIL,75.79650894,#N/A Field Not Applicable,75.79650894,N,#N/A Field Not Applicable,BBB-,Use Issue rating,BBB-,10. BBB-,IG,7/31/2024,0.421917808,<=1Y,1,01. <=1Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,90%,-0.827,0
0,XS2103007675,ABN AMRO BANK NV,96.655,GBP,N,N,500000000,0.7892,633.552965,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,NL,NL,DM,Financial,Banks,#N/A Field Not Applicable,ABN NA,NIL,ABN NA,A,NIL,NIL,NIL,A,NIL,A,A,Aa3,A,Aa3,41.87790268,#N/A Field Not Applicable,41.87790268,N,#N/A Field Not Applicable,A,Use Issue rating,A,06. A,IG,1/16/2025,0.884931507,<=1Y,1,01. <=1Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0.9595,0.9709,0.05,0.0405,0.0291,,95%,-0.9095,0
0,XS1264600310,ABN AMRO BANK NV,98.153,USD,N,N,1500000000,1,1500,Corp,AT MATURITY,Straight,FIXED,Fixed,Y,#N/A Field Not Applicable,N,NL,NL,DM,Financial,Banks,#N/A Field Not Applicable,ABN NA,NIL,ABN NA,A,NIL,NIL,NIL,A,NIL,A,BBB-,Baa2,BBB-,Baa2,125.4887909,#N/A Field Not Applicable,125.4887909,N,#N/A Field Not Applicable,BBB-,Use Issue rating,BBB-,10. BBB-,IG,7/28/2025,1.41369863,<=2Y,2,02. <=2Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,90%,-0.827,0
0,XS2651081304,ABU DHABI COM BK,101.048,USD,N,N,500000000,1,500,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,AE,AE,EM,Financial,Banks,#N/A Field Not Applicable,ADCB UH,NIL,ADCB UH,A,NIL,NIL,NIL,A,NIL,A,A,NIL,A,NIL,75.22050962,#N/A Field Not Applicable,75.22050962,N,#N/A Field Not Applicable,A,Use Issue rating,A,06. A,IG,7/18/2028,4.389041096,<=5Y,5,05. <=5Y,0.85,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.85,0.85,0.8798,0.9095,0.15,0.1203,0.0905,,85%,-0.7297,0
0,XS1709535097,ABU DHABI CRUDE,89.405,USD,N,N,2200000000,1,2200,Corp,SINKABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,AE,AE,EM,Energy,Pipelines,#N/A Field Not Applicable,#N/A N/A,NIL,#N/A N/A,NIL,NIL,NIL,NIL,NIL,NIL,Unrated,AA,NIL,AA,NIL,89.12156578,#N/A Field Not Applicable,89.12156578,N,#N/A Field Not Applicable,AA,Use Issue rating,AA,03. AA,IG,11/2/2047,23.69315068,<=10Y+,10,10. <=10Y+,0.75,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.75,0.75,0.7875,0.825,0.25,0.2125,0.175,,75%,-0.5375,0
0,XS1435072464,TAQA ABU DHABI,98.362,USD,N,N,1000000000,1,1000,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,AE,AE,EM,Utilities,Electric,#N/A Field Not Applicable,TAQA UH,NIL,TAQA UH,NR,NIL,Aa3,Aa3,NIL,Aa3,AA-,NR,Aa3,NIL,Aa3,51.94750062,#N/A Field Not Applicable,51.94750062,N,#N/A Field Not Applicable,AA-,Use Issue rating,AA-,04. AA-,IG,6/22/2026,2.315068493,<=3Y,3,03. <=3Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,90%,-0.827,0
0,XS1808737594,TAQA ABU DHABI,98.895,USD,N,N,750000000,1,750,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,AE,AE,EM,Utilities,Electric,#N/A Field Not Applicable,TAQA UH,NIL,TAQA UH,NR,NIL,Aa3,Aa3,NIL,Aa3,AA-,NIL,Aa3,NIL,Aa3,41.61148723,#N/A Field Not Applicable,41.61148723,N,#N/A Field Not Applicable,AA-,Use Issue rating,AA-,04. AA-,IG,4/23/2025,1.150684932,<=2Y,2,02. <=2Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0.9595,0.9709,0.05,0.0405,0.0291,,95%,-0.9095,0
0,XS2600248335,TAQA ABU DHABI,97.637,USD,N,N,1000000000,1,1000,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,AE,AE,EM,Utilities,Electric,#N/A Field Not Applicable,TAQA UH,NIL,TAQA UH,NR,NIL,Aa3,Aa3,NIL,Aa3,AA-,NIL,Aa3,NIL,Aa3,72.0335382,#N/A Field Not Applicable,72.0335382,N,#N/A Field Not Applicable,AA-,Use Issue rating,AA-,04. AA-,IG,4/24/2033,9.15890411,<=10Y+,10,10. <=10Y+,0.75,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.75,0.75,0.7875,0.825,0.25,0.2125,0.175,,75%,-0.5375,0
0,XS2367109803,ADANI ELECTRICIT,83.048,USD,N,N,300000000,1,300,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,IN,IN,EM,Utilities,Electric,#N/A Field Not Applicable,1657080D IN,NIL,1657080D IN,BBB-,NIL,Baa3,Baa3,BBB-,Baa3,BBB-,NIL,Baa3,NIL,Baa3,250.9177574,#N/A Field Not Applicable,250.9177574,N,#N/A Field Not Applicable,BBB-,Use Issue rating,BBB-,10. BBB-,IG,7/22/2031,7.4,<=8Y,8,08. <=8Y,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,XS2109438205,ADANI ELECTRICIT,85.967,USD,N,N,1000000000,1,1000,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,IN,IN,EM,Utilities,Electric,#N/A Field Not Applicable,1657080D IN,NIL,1657080D IN,BBB-,NIL,Baa3,Baa3,BBB-,Baa3,BBB-,BBB-,Baa3,BBB-,Baa3,251.3176011,#N/A Field Not Applicable,251.3176011,N,#N/A Field Not Applicable,BBB-,Use Issue rating,BBB-,10. BBB-,IG,2/12/2030,5.961643836,<=6Y,6,06. <=6Y,0.75,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.75,0.75,0.7875,0.825,0.25,0.2125,0.175,,75%,-0.5375,0
0,XS2383328932,ADANI GREEN ENE,98.518,USD,N,N,750000000,1,750,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,IN,IN,EM,Utilities,Electric,#N/A Field Not Applicable,ADANIGR IN,NIL,ADANIGR IN,NIL,NIL,Ba3,Ba3,NIL,Ba3,BB-,NIL,Ba3,NIL,Ba3,204.8594399,#N/A Field Not Applicable,204.8594399,N,#N/A Field Not Applicable,BB-,Use Issue rating,BB-,13. BB-,NIG,9/8/2024,0.528767123,<=1Y,1,01. <=1Y,0.75,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.75,0.75,0.7875,0.825,0.25,0.2125,0.175,,75%,-0.5375,0
0,XS1854172043,ADANI GREEN/PR,99.326,USD,N,N,500000000,1,500,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,IN,IN,EM,Energy,Energy-Alternate Sources,#N/A Field Not Applicable,1514593D IN,NIL,1514593D IN,NIL,NIL,Ba2,Ba2,NIL,Ba2,BB,BB-,Ba2,BB-,Ba2,196.7674953,#N/A Field Not Applicable,196.7674953,N,#N/A Field Not Applicable,BB-,Use Issue rating,BB-,13. BB-,NIG,12/10/2024,0.783561644,<=1Y,1,01. <=1Y,0.75,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.75,0.75,0.7875,0.825,0.25,0.2125,0.175,,75%,-0.5375,0
0,USY00130RW92,ADANI PORTS AND,98.812,USD,N,N,650000000,1,650,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,IN,IN,EM,"Consumer, Non-cyclical",Commercial Services,#N/A Field Not Applicable,ADSEZ IN,NIL,ADSEZ IN,BBB-,NIL,Baa3,Baa3,BBB-,Baa3,BBB-,BBB-,Baa3,BBB-,Baa3,104.9421534,#N/A Field Not Applicable,104.9421534,N,#N/A Field Not Applicable,BBB-,Use Issue rating,BBB-,10. BBB-,IG,7/24/2024,0.402739726,<=1Y,1,01. <=1Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,90%,-0.827,0
0,XS1636266832,ADANI PORTS AND,91.817,USD,N,N,500000000,1,500,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,IN,IN,EM,"Consumer, Non-cyclical",Commercial Services,#N/A Field Not Applicable,ADSEZ IN,NIL,ADSEZ IN,BBB-,NIL,Baa3,Baa3,BBB-,Baa3,BBB-,BBB-,Baa3,BBB-,Baa3,226.9365341,#N/A Field Not Applicable,226.9365341,N,#N/A Field Not Applicable,BBB-,Use Issue rating,BBB-,10. BBB-,IG,7/30/2027,3.419178082,<=4Y,4,04. <=4Y,0.85,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.85,0.85,0.8798,0.9095,0.15,0.1203,0.0905,,85%,-0.7297,0
0,USY00130VS35,ADANI PORTS AND,92.198,USD,N,N,750000000,1,750,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,IN,IN,EM,"Consumer, Non-cyclical",Commercial Services,#N/A Field Not Applicable,ADSEZ IN,NIL,ADSEZ IN,BBB-,NIL,Baa3,Baa3,BBB-,Baa3,BBB-,BBB-,Baa3,BBB-,Baa3,235.6800738,#N/A Field Not Applicable,235.6800738,N,#N/A Field Not Applicable,BBB-,Use Issue rating,BBB-,10. BBB-,IG,8/4/2027,3.432876712,<=4Y,4,04. <=4Y,0.85,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.85,0.85,0.8798,0.9095,0.15,0.1203,0.0905,,85%,-0.7297,0
0,USY00130RP42,ADANI PORTS AND,89.397,USD,N,N,750000000,1,750,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,IN,IN,EM,"Consumer, Non-cyclical",Commercial Services,#N/A Field Not Applicable,ADSEZ IN,NIL,ADSEZ IN,BBB-,NIL,Baa3,Baa3,BBB-,Baa3,BBB-,BBB-,Baa3,BBB-,Baa3,247.1142374,#N/A Field Not Applicable,247.1142374,N,#N/A Field Not Applicable,BBB-,Use Issue rating,BBB-,10. BBB-,IG,7/3/2029,5.347945205,<=6Y,6,06. <=6Y,0.75,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.75,0.75,0.7875,0.825,0.25,0.2125,0.175,,75%,-0.5375,0
0,USY00130YU53,ADANI PORTS A,80.161,USD,N,N,450000000,1,450,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,IN,IN,EM,"Consumer, Non-cyclical",Commercial Services,#N/A Field Not Applicable,ADSEZ IN,NIL,ADSEZ IN,BBB-,NIL,Baa3,Baa3,BBB-,Baa3,BBB-,BBB-,Baa3,BBB-,Baa3,248.2969679,#N/A Field Not Applicable,248.2969679,N,#N/A Field Not Applicable,BBB-,Use Issue rating,BBB-,10. BBB-,IG,8/2/2041,17.43835616,<=10Y+,10,10. <=10Y+,0.65,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.65,0.65,0.6825,0.715,0.35,0.3175,0.285,,65%,-0.3325,0
0,XS1391575161,ADANI TRANS STEP,93.955,USD,N,N,500000000,1,500,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,IN,IN,EM,Utilities,Electric,ADANIENS IN,ADANIENS IN,NIL,ADANIENS IN,NR,NIL,Baa3,Baa3,NIL,Baa3,BBB-,NR,Baa3,NIL,Baa3,213.5918,#N/A Field Not Applicable,213.5918,N,#N/A Field Not Applicable,BBB-,Use Issue rating,BBB-,10. BBB-,IG,8/3/2026,2.430136986,<=3Y,3,03. <=3Y,0.85,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.85,0.85,0.8798,0.9095,0.15,0.1203,0.0905,,85%,-0.7297,0
0,AU3CB0248169,ADCB FINANCE CAY,97.609,AUD,N,N,150000000,1.5315,97.94319295,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,AE,AE,EM,Financial,Banks,ADCB UH,ADCB UH,NIL,ADCB UH,A,NIL,NIL,NIL,A,NIL,A,A,NIL,A,NIL,148.0062,#N/A Field Not Applicable,148.0062,N,#N/A Field Not Applicable,A,Use Issue rating,A,06. A,IG,10/25/2027,3.657534247,<=4Y,4,04. <=4Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,90%,-0.827,0
0,XS2072933778,AFRICA FINANCE,87.053,USD,N,N,500000000,1,500,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,SNAT,SNAT,EM,Government,Multi-National,#N/A Field Not Applicable,3546896Z NL,NIL,3546896Z NL,NIL,NIL,A3,A3,NIL,A3,A-,NIL,A3,NIL,A3,221.3695507,#N/A Field Not Applicable,221.3695507,N,#N/A Field Not Applicable,A-,Use Issue rating,A-,07. A-,IG,10/30/2029,5.673972603,<=6Y,6,06. <=6Y,0.85,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.85,0.85,0.8798,0.9095,0.15,0.1203,0.0905,,85%,-0.7297,0
0,XS1983289791,AFRICA FINANCE,96.097,USD,N,N,650000000,1,650,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,SNAT,SNAT,EM,Government,Multi-National,#N/A Field Not Applicable,3546896Z NL,NIL,3546896Z NL,NIL,NIL,A3,A3,NIL,A3,A-,NIL,A3,NIL,A3,170.8497622,#N/A Field Not Applicable,170.8497622,N,#N/A Field Not Applicable,A-,Use Issue rating,A-,07. A-,IG,4/17/2026,2.134246575,<=3Y,3,03. <=3Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,90%,-0.827,0
0,XS2343007170,AFREXIMBANK,84.335,USD,N,N,700000000,1,700,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,SNAT,SNAT,EM,Government,Multi-National,#N/A Field Not Applicable,AEIB MP,NIL,AEIB MP,NR,NIL,Baa1,Baa1,NIL,Baa1,BBB+,NIL,Baa1,NIL,Baa1,224.0454536,#N/A Field Not Applicable,224.0454536,N,#N/A Field Not Applicable,BBB+,Use Issue rating,BBB+,08. BBB+,IG,5/17/2031,7.219178082,<=8Y,8,08. <=8Y,0.75,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.75,0.75,0.7875,0.825,0.25,0.2125,0.175,,75%,-0.5375,0
0,XS2053566068,AFREXIMBANK,88.923,USD,N,N,750000000,1,750,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,SNAT,SNAT,EM,Government,Multi-National,#N/A Field Not Applicable,AEIB MP,NIL,AEIB MP,NR,NIL,Baa1,Baa1,NIL,Baa1,BBB+,NIL,Baa1,NIL,Baa1,208.9492384,#N/A Field Not Applicable,208.9492384,N,#N/A Field Not Applicable,BBB+,Use Issue rating,BBB+,08. BBB+,IG,9/21/2029,5.567123288,<=6Y,6,06. <=6Y,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0.84,0.88,0.2,0.16,0.12,,80%,-0.64,0
0,XS2343627712,AGILE GROUP,12.808,USD,N,N,450000000,1,450,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,HK,CN,EM,Financial,Real Estate,#N/A N/A,3383 HK,NIL,3383 HK,NR,NIL,Caa1,Caa1,NIL,Caa1,Unrated,NR,NIL,NIL,NIL,13629.25566,#N/A Field Not Applicable,13629.25566,N,#N/A Field Not Applicable,Unrated,Use B-/B/B+ row,B-,22. Unrated,NIG,5/17/2026,2.216438356,<=3Y,3,03. <=3Y,0.3,YES,YES,NO,YES,YES,YES,0,0,0,0,No LTV - High Spreads,0,0,0,0,1,1,1,,0%,1,0
