Sample Checking,ISIN,Ticker,Quantity,Name,Last ClosePrice,Takara UMD 0408 LCP,Currency,Takara UMD 0408 CCY, Listed Exchange ,Section,Takara Prim Exchange,Market Cap USD,Takara UMD 0408 CUR_MKT_CAP,CUR_MKT_CAP in USD Million, Equity Shares Outstanding Mio ,Takara UMD 0408 EQY_SH_OUT,EQY_SH_OUT IN MIL, vol_260d_cal ,Takara UMD 0416 vol_260d_calc,3M Volume,Takara UMD 0408  VOLUME_AVG_3M,Average Traded Value_3M (USD),Takara UMD 0408  AVG_DAILY_VALUE_TRADED_3M,AVG_DAILY_VALUE_TRADED_3M in USD,HC Formula (%),HC Bucketing (%),HC mcap (%),"HC Max(HCmcap,formula) (%)",Penny stock penalty (if any),Full Equity Financing,Equity Financing up to LP10, Market Value USD , Full Equity Collateral Value USD , Collateral Value USD 
,KYG4520J1040,480 HK,"220,000",HKR INTERNATIONAL LTD,1.27,1.27,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,241 Million,,," 1,485.30 ",,, 30.71 ,,"248,216",,"40,701",,,17.97%,94.75%,21.25%,94.75%,94.75%,5%,5%," 35,722 "," 1,786 "," 1,786 "
,HK0000139300,511 HK,"114,700",TELEVISION BROADCASTS LTD,3.62,3.02,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,196 Million,,, 438.22 ,,, 120.79 ,,"1,070,736",,"448,844",,,47.05%,100.%,47.5%,100.%,100.%,0%,0%," 53,086 ", -   , -   
,BMG0957L1090,371 HK,"2,000,000",BEIJING ENTERPRISES WATER GR,2,1.73,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"2,597 Million",,," 10,046.61 ",,, 32.26 ,,"27,439,480",,"6,538,828",,,15.61%,31.75%,21.25%,31.75%,31.75%,65%,65%," 511,411 "," 332,417 "," 332,417 "
,JP3783420007,9435 JP,"1,100",HIKARI TSUSHIN INC,27015,,JPY,, Tokyo ,Tokyo Prime,,"8,884 Million",,, 45.05 ,,, 24.53 ,,"67,067",,"12,361,427",,,12.11%,21.25%,21.25%,21.25%,21.25%,75%,75%," 197,609 "," 148,207 "," 148,207 "
,JP3711600001,4091 JP,"7,000",NIPPON SANSO HOLDINGS CORP,4640,,JPY,, Tokyo ,Tokyo Prime,,"14,777 Million",,, 433.09 ,,, 29.25 ,,"723,590",,"21,574,366",,,14.27%,21.25%,21.25%,21.25%,21.25%,75%,75%," 215,986 "," 161,990 "," 161,990 "
,JP3180400008,9532 JP,"10,000",OSAKA GAS CO LTD,3418,,JPY,, Tokyo ,Tokyo Prime,,"10,427 Million",,, 416.68 ,,, 23.75 ,,"1,258,443",,"28,059,178",,,11.75%,21.25%,21.25%,21.25%,21.25%,75%,75%," 227,291 "," 170,468 "," 170,468 "
,JP3500610005,8308 JP,"90,000",RESONA HOLDINGS INC,913.5,,JPY,, Tokyo ,Tokyo Prime,,"15,087 Million",,," 2,342.99 ",,, 33.64 ,,"12,070,160",,"70,052,188",,,16.22%,21.25%,21.25%,21.25%,21.25%,75%,75%," 546,715 "," 410,036 "," 410,036 "
,JP3397200001,7269 JP,"4,600",SUZUKI MOTOR CORP,6318,,JPY,, Tokyo ,Tokyo Prime,,"22,435 Million",,, 491.15 ,,, 26.55 ,,"2,759,823",,"127,710,683",,,13.04%,21.25%,21.25%,21.25%,21.25%,75%,75%," 193,262 "," 144,947 "," 144,947 "
,JP3625000009,4043 JP,"10,000",TOKUYAMA CORP,2588.5,,JPY,, Tokyo ,Tokyo Prime,,"1,375 Million",,, 72.09 ,,, 24.07 ,,"443,175",,"7,676,392",,,11.9%,31.75%,21.25%,31.75%,31.75%,65%,65%," 172,131 "," 111,885 "," 111,885 "
,JP3188220002,4578 JP,"4,000",OTSUKA HOLDINGS CO LTD,6324,,JPY,, Tokyo ,Tokyo Prime,,"25,353 Million",,, 557.84 ,,, 22.98 ,,"1,122,700",,"45,975,048",,,11.39%,21.25%,21.25%,21.25%,21.25%,75%,75%," 168,214 "," 126,160 "," 126,160 "
,JP3539250005,6481 JP,"3,000",THK CO LTD,3341,,JPY,, Tokyo ,Tokyo Prime,,"3,138 Million",,, 129.86 ,,, 31.90 ,,"626,547",,"13,537,029",,,15.45%,31.75%,21.25%,31.75%,31.75%,65%,65%," 66,651 "," 43,323 "," 43,323 "
,JP3621000003,3402 JP,"10,000",TORAY INDUSTRIES INC,719.1,,JPY,, Tokyo ,Tokyo Prime,,"8,607 Million",,," 1,631.48 ",,, 21.65 ,,"6,193,707",,"31,646,146",,,10.77%,21.25%,21.25%,21.25%,21.25%,75%,75%," 47,819 "," 35,864 "," 35,864 "
,JP3110650003,7747 JP,"18,000",ASAHI INTECC CO LTD,2902.5,,JPY,, Tokyo ,Tokyo Prime,,"5,586 Million",,, 271.63 ,,, 29.20 ,,"855,935",,"18,070,723",,,14.24%,21.25%,21.25%,21.25%,21.25%,75%,75%," 347,420 "," 260,565 "," 260,565 "
,US2358511028,DHR US,"2,000",DANAHER CORP,251.47,,USD,, New York ,#N/A Field Not Applicable,UN,"186,013 Million",,, 739.70 ,,, 23.80 ,,"2,679,632",,"645,535,616",,,11.77%,21.25%,21.25%,21.25%,21.25%,75%,75%," 502,940 "," 377,205 "," 377,205 "
,JP3304200003,6301 JP,"35,000",KOMATSU LTD,4375,,JPY,, Tokyo ,Tokyo Prime,,"31,315 Million",,, 973.81 ,,, 27.51 ,,"3,846,292",,"113,192,543",,,13.48%,21.25%,21.25%,21.25%,21.25%,75%,75%," 1,018,254 "," 763,690 "," 763,690 "
,JP3922950005,3064 JP,"109,000",MONOTARO CO LTD,1697.5,,JPY,, Tokyo ,Tokyo Prime,,"6,289 Million",,, 501.35 ,,, 39.92 ,,"2,605,808",,"27,830,627",,,18.95%,21.25%,21.25%,21.25%,21.25%,75%,75%," 1,230,400 "," 922,800 "," 922,800 "
,US6907321029,OMI US,"12,000",OWENS & MINOR INC,25.11,,USD,, New York ,#N/A Field Not Applicable,UN,"1,923 Million",,, 76.60 ,,, 59.89 ,,"744,157",,"15,946,939",,,27.03%,31.75%,31.75%,31.75%,31.75%,65%,65%," 301,320 "," 195,858 "," 195,858 "
,JP3193930009,6521 JT,"14,000",OXIDE CORP,2735,,JPY,, Tokyo ,Tokyo Growth,,215 Million,,, 11.01 ,,, 51.63 ,,"103,430",,"2,196,081",,,23.86%,94.75%,26.5%,94.75%,94.75%,0%,0%," 254,622 ", -   , -   
,US92338C1036,VLTO UN,666,VERALTO CORP,87.03,,USD,, New York ,#N/A Field Not Applicable,UN,"21,457 Million",,, 246.54 ,,, #N/A N/A ,,"485,315",,"40,086,004",,,0.%,21.25%,21.25%,21.25%,21.25%,75%,0%," 57,962 "," 43,471 ", -   
,JP3399310006,3092 JP,"13,000",ZOZO INC,3869,,JPY,, Tokyo ,Tokyo Prime,,"8,441 Million",,, 300.47 ,,, 23.94 ,,"1,443,155",,"35,267,160",,,11.84%,21.25%,21.25%,21.25%,21.25%,75%,75%," 334,466 "," 250,850 "," 250,850 "
,CNE1000001S0,753 HK,"1,462,750",AIR CHINA LTD-H,4.14,3.73,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"14,584 Million",,," 4,955.61 ",,, 31.20 ,,"12,591,400",,"7,054,344",,,15.15%,21.25%,21.25%,21.25%,21.25%,75%,75%," 774,249 "," 580,686 "," 580,686 "
,AU000000APX3,APX AT,"45,000",APPEN LTD,0.84,,AUD,, ASE ,#N/A Field Not Applicable,AT,114 Million,,, 221.34 ,,, 122.07 ,,"7,213,971",,"2,780,741",,,47.4%,100.%,47.5%,100.%,100.%,0%,0%," 24,627 ", -   , -   
,AU000000AVG6,AVG AT,"390,578",AUSTRALIAN VINTAGE LTD,0.405,,AUD,, ASE ,#N/A Field Not Applicable,AT,68 Million,,, 252.64 ,,, 33.97 ,,"187,476",,"48,675",,,23.91%,100.%,26.5%,100.%,100.%,0%,0%," 103,058 ", -   , -   
,GB0002634946,BA/ LN,"20,000",BAE SYSTEMS PLC,1305,1313,GBp,GBp, London ,#N/A Field Not Applicable,LN,"48,061 Million",,," 3,026.01 ",,, 19.38 ,,"3,790,939",,"55,203,628",,,9.7%,21.25%,21.25%,21.25%,21.25%,75%,75%," 331,260 "," 248,445 "," 248,445 "
,AU000000BRN8,BRN AT,"300,000",BRAINCHIP HOLDINGS LTD,0.355,,AUD,, ASE ,#N/A Field Not Applicable,AT,421 Million,,," 1,805.95 ",,, 103.64 ,,"14,987,680",,"3,394,462",,,42.04%,63.25%,42.25%,63.25%,94.75%,5%,5%," 69,386 "," 3,469 "," 3,469 "
,SGXE54479022,CSSC SP,"330,000",CHINA SUNSINE CHEMICAL HLDGS,0.4,,SGD,, Singapore ,#N/A Field Not Applicable,SP,271 Million,,, 958.40 ,,, 24.58 ,,"108,987",,"31,218",,,20.06%,84.25%,21.25%,84.25%,100.%,0%,0%," 98,331 ", -   , -   
,KYG211461085,1929 HK,"200,000",CHOW TAI FOOK JEWELLERY GROU,12.62,11.74,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"15,544 Million",,," 9,987.74 ",,, 36.54 ,,"5,175,841",,"7,655,954",,,17.49%,21.25%,21.25%,21.25%,21.25%,75%,75%," 322,700 "," 242,025 "," 242,025 "
,BMG2345T1099,182 HK,"21,000,000",CONCORD NEW ENERGY GROUP LTD,0.66,0.62,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,686 Million,,," 8,120.52 ",,, 25.11 ,,"16,114,510",,"1,333,751",,,16.23%,52.75%,21.25%,52.75%,52.75%,45%,30%," 1,772,039 "," 797,417 "," 531,612 "
,SG1W35938974,FR SP,"50,000",FIRST RESOURCES LTD,1.33,,SGD,, Singapore ,#N/A Field Not Applicable,SP,"1,507 Million",,," 1,559.73 ",,, 25.31 ,,"1,071,022",,"1,104,796",,,12.47%,31.75%,21.25%,31.75%,31.75%,65%,65%," 49,538 "," 32,200 "," 32,200 "
,SG1T37930313,GALV SP,"300,000",GALLANT VENTURE LTD,0.13,,SGD,, Singapore ,#N/A Field Not Applicable,SP,516 Million,,," 5,463.16 ",,, 26.76 ,,"18,529",,"1,731",,,38.49%,52.75%,42.25%,52.75%,84.25%,15%,0%," 29,052 "," 4,358 ", -   
,KYG398141013,1086 HK,"400,000",GOODBABY INTERNATIONAL HOLDI,0.68,0.66,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,143 Million,,," 1,668.03 ",,, 49.42 ,,"642,821",,"52,947",,,25.8%,100.%,26.5%,100.%,100.%,0%,0%," 34,776 ", -   , -   
,GB00BK7YQK64,HMSO LN,"8,632",HAMMERSON PLC,26.42,#N/A,GBp,#N/A, London ,#N/A Field Not Applicable,#N/A,"1,593 Million",,," 4,990.80 ",,, 37.63 ,,"5,107,943",,"1,642,672",,,17.96%,31.75%,21.25%,31.75%,42.25%,55%,55%," 2,894 "," 1,592 "," 1,592 "
,US4781601046,JNJ US,"3,585",JOHNSON & JOHNSON,156.76,,USD,, New York ,#N/A Field Not Applicable,UN,"377,758 Million",,," 2,409.78 ",,, 15.88 ,,"6,908,692",,"1,097,733,376",,,8.02%,21.25%,21.25%,21.25%,21.25%,75%,75%," 561,985 "," 421,488 "," 421,488 "
,AU000000KAM7,KAM AT,"200,000",K2 ASSET MANAGEMENT HOLDINGS,#N/A N/A,,AUD,, ASE ,#N/A Field Not Applicable,AT,8 Million,,, 241.09 ,,, 96.61 ,,"57,002",,"2,480",,,0.%,100.%,21.25%,100.%,#VALUE!,0%,0%, -   , -   , -   
,GB0004915632,KIE LN,"112,500",KIER GROUP PLC,137.6,126,GBp,GBp, London ,#N/A Field Not Applicable,LN,743 Million,,, 446.45 ,,, 30.83 ,,"1,360,080",,"2,150,817",,,14.98%,52.75%,21.25%,52.75%,52.75%,45%,45%," 196,472 "," 88,412 "," 88,412 "
,US4943681035,KMB US,"1,665",KIMBERLY-CLARK CORP,124.23,,USD,, New York ,#N/A Field Not Applicable,UN,"41,855 Million",,, 336.91 ,,, 15.73 ,,"2,025,545",,"247,341,120",,,7.94%,21.25%,21.25%,21.25%,21.25%,75%,75%," 206,843 "," 155,132 "," 155,132 "
,DE0006335003,KRN GY,"2,000",KRONES AG,117.5,,EUR,, Xetra ,#N/A Field Not Applicable,GY,"3,879 Million",,, 31.59 ,,, 24.67 ,,"23,122",,"2,739,957",,,12.17%,31.75%,21.25%,31.75%,31.75%,65%,65%," 254,964 "," 165,726 "," 165,726 "
,US5178341070,LVS UN,690,LAS VEGAS SANDS CORP,50.61,,USD,, New York ,#N/A Field Not Applicable,UN,"38,141 Million",,, 753.62 ,,, 30.03 ,,"1,233,695",,"63,044,300",,,14.62%,21.25%,21.25%,21.25%,21.25%,75%,75%," 34,921 "," 26,191 "," 26,191 "
,AU000000MRM7,MRM AT,"59,810",MMA OFFSHORE LTD,2.28,,AUD,, ASE ,#N/A Field Not Applicable,AT,601 Million,,, 379.02 ,,, 36.76 ,,"2,116,397",,"2,973,583",,,17.59%,52.75%,21.25%,52.75%,52.75%,45%,45%," 88,844 "," 39,980 "," 39,980 "
,BMG702782084,PDL LN,"16,250",PETRA DIAMONDS LTD-DI,43.5,41,GBp,GBp, London ,#N/A Field Not Applicable,LN,96 Million,,, 194.20 ,,, 55.92 ,,"264,878",,"138,350",,,25.49%,100.%,26.5%,100.%,100.%,0%,0%," 8,972 ", -   , -   
,DE0006916604,PFV GY,"2,000",PFEIFFER VACUUM TECHNOLOGY,156.4,,EUR,, Xetra ,#N/A Field Not Applicable,GY,"1,602 Million",,, 9.87 ,,, 9.11 ,,"3,233",,"523,151",,,5.35%,31.75%,21.25%,31.75%,31.75%,65%,65%," 339,373 "," 220,592 "," 220,592 "
,AU000000SCG8,SCG AT,"12,460",SCENTRE GROUP,3.28,,AUD,, ASE ,#N/A Field Not Applicable,#N/A,"11,538 Million",,," 5,195.06 ",,, 22.79 ,,"11,135,580",,"22,964,072",,,11.3%,21.25%,21.25%,21.25%,21.25%,75%,75%," 26,626 "," 19,970 "," 19,970 "
,SG1E36851343,SERL SP,"1,000,000",SERIAL SYSTEM LTD,0.051,,SGD,, Singapore ,#N/A Field Not Applicable,SP,38 Million,,, 904.84 ,,, 98.62 ,,"71,673",,"2,833",,,80.04%,100.%,84.25%,100.%,100.%,0%,0%," 37,992 ", -   , -   
,JP3336560002,2587 JP,"4,900",SUNTORY BEVERAGE & FOOD LTD,4941,,JPY,, Tokyo ,Tokyo Prime,,"11,184 Million",,, 309.00 ,,, 20.93 ,,"747,378",,"25,947,568",,,10.43%,21.25%,21.25%,21.25%,21.25%,75%,75%," 160,998 "," 120,749 "," 120,749 "
,AU000000TWE9,TWE AT,"3,394",TREASURY WINE ESTATES LTD,12.39,,AUD,, ASE ,#N/A Field Not Applicable,AT,"6,765 Million",,, 811.43 ,,, 24.62 ,,"2,967,779",,"22,752,515",,,12.15%,21.25%,21.25%,21.25%,21.25%,75%,75%," 27,397 "," 20,548 "," 20,548 "
,SG2F20985956,ETL SP,"2,760",TRIYARDS HOLDINGS LTD,#N/A N/A,,SGD,, Singapore ,#N/A Field Not Applicable,#N/A,,,, 324.51 ,,, #N/A N/A ,,#N/A N/A,,,,,0.%,21.25%,21.25%,21.25%,#VALUE!,#VALUE!,0%, -   ,#VALUE!, -   
,US9297401088,WAB US,10,WABTEC CORP,141.55,,USD,, New York ,#N/A Field Not Applicable,UN,"25,058 Million",,, 177.03 ,,, 20.67 ,,"1,018,400",,"135,984,720",,,10.31%,21.25%,21.25%,21.25%,21.25%,75%,75%," 1,416 "," 1,062 "," 1,062 "
,CNE100001T72,6869 HK,"30,000",YANGTZE OPTICAL FIBRE AND-H,9.24,8.5,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"2,101 Million",,, 351.57 ,,, 36.09 ,,"1,298,456",,"1,389,522",,,17.3%,31.75%,21.25%,31.75%,31.75%,65%,65%," 35,441 "," 23,037 "," 23,037 "
,BMG9880L1028,1052 HK,"100,000",YUEXIU TRANSPORT INFRASTRUCT,3.79,3.77,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,799 Million,,," 1,673.16 ",,, 29.29 ,,"3,249,566",,"1,756,829",,,14.28%,52.75%,21.25%,52.75%,52.75%,45%,45%," 48,456 "," 21,805 "," 21,805 "
,CNE100000981,1186 HK,"20,000",CHINA RAILWAY CONSTRUCTION-H,4.93,4.78,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"14,736 Million",,," 2,076.30 ",,, 34.71 ,,"7,710,594",,"4,582,544",,,16.69%,21.25%,21.25%,21.25%,21.25%,75%,75%," 12,606 "," 9,455 "," 9,455 "
,HK0101000591,101 HK,"18,000",HANG LUNG PROPERTIES LTD,8.59,8.08,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"4,866 Million",,," 4,499.26 ",,, 34.18 ,,"8,195,479",,"9,453,421",,,16.46%,31.75%,21.25%,31.75%,31.75%,65%,65%," 19,769 "," 12,850 "," 12,850 "
,HK0014000126,14 HK,"20,000",HYSAN DEVELOPMENT CO,12.78,12.24,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"1,669 Million",,," 1,027.01 ",,, 29.30 ,,"1,430,809",,"2,457,308",,,14.29%,31.75%,21.25%,31.75%,31.75%,65%,65%," 32,679 "," 21,241 "," 21,241 "
,HK0066009694,66 HK,"9,247",MTR CORP,25.7,25.3,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"20,171 Million",,," 6,217.20 ",,, 21.69 ,,"3,784,162",,"12,759,984",,,10.79%,21.25%,21.25%,21.25%,21.25%,75%,75%," 30,384 "," 22,788 "," 22,788 "
,JP3409000001,8830 JT,"4,000",SUMITOMO REALTY & DEVELOPMEN,4841,,JPY,, Tokyo ,Tokyo Prime,,"17,933 Million",,, 476.09 ,,, 29.61 ,,"1,332,935",,"43,286,910",,,14.43%,21.25%,21.25%,21.25%,21.25%,75%,75%," 128,767 "," 96,575 "," 96,575 "
,JP3566800003,9022 JP,"5,800",CENTRAL JAPAN RAILWAY CO,3951,,JPY,, Tokyo ,Tokyo Prime,,"29,578 Million",,," 1,030.00 ",,, 18.15 ,,"2,649,342",,"70,802,400",,,9.11%,21.25%,21.25%,21.25%,21.25%,75%,75%," 152,386 "," 114,289 "," 114,289 "
,MYL1686OO004,CRIMSON MK,"45,000",CRIMSON LAND BHD,#N/A N/A,,MYR,, #N/A Field Not Applicable ,#N/A Field Not Applicable,#N/A,,,, #N/A N/A ,,, #N/A N/A ,,#N/A N/A,,,,,0.%,21.25%,21.25%,21.25%,#VALUE!,0%,0%, -   , -   , -   
,JP3873800001,9980 JP,"1,980",MRK HOLDINGS INC,116,,JPY,, Tokyo ,Tokyo Standard,,85 Million,,, 101.30 ,,, 14.78 ,,"94,908",,"76,309",,,7.48%,100.%,21.25%,100.%,100.%,0%,0%," 1,527 ", -   , -   
,JP3436120004,8473 JP,"2,130",SBI HOLDINGS INC,3951,,JPY,, Tokyo ,Tokyo Prime,,"8,045 Million",,, 277.30 ,,, 23.82 ,,"2,395,212",,"63,229,305",,,11.78%,21.25%,21.25%,21.25%,21.25%,75%,75%," 55,962 "," 41,972 "," 41,972 "
,KYG368441195,546 HK,"120,000",FUFENG GROUP LTD,4.85,4.81,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"1,597 Million",,," 2,536.49 ",,, 33.42 ,,"3,187,275",,"1,857,148",,,16.13%,31.75%,21.25%,31.75%,31.75%,65%,65%," 74,410 "," 48,367 "," 48,367 "
,JP3768600003,1808 JP,"90,000",HASEKO CORP,1871,,JPY,, Tokyo ,Tokyo Prime,,"4,120 Million",,, 300.79 ,,, 17.72 ,,"1,045,877",,"14,098,024",,,8.91%,31.75%,21.25%,31.75%,31.75%,65%,65%," 1,119,763 "," 727,846 "," 727,846 "
,JP3242800005,7751 JP,"51,600",CANON INC,4437,,JPY,, Tokyo ,Tokyo Prime,,"42,775 Million",,," 1,333.76 ",,, 20.76 ,,"4,234,457",,"122,391,695",,,10.35%,21.25%,21.25%,21.25%,21.25%,75%,75%," 1,522,471 "," 1,141,853 "," 1,141,853 "
,HK1097008929,1097 HK,"75,497",I-CABLE COMMUNICATIONS LTD,0.03,0.028,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,28 Million,,," 7,134.62 ",,, 57.37 ,,"1,366,291",,"5,650",,,26.06%,100.%,26.5%,100.%,100.%,0%,0%, 290 , -   , -   
,HK0004000045,4 HK,276,WHARF HOLDINGS LTD,26.3,25.65,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"9,837 Million",,," 3,056.03 ",,, 31.59 ,,"1,448,905",,"4,696,590",,,15.31%,21.25%,21.25%,21.25%,21.25%,75%,75%, 928 , 696 , 696 
,KYG9593A1040,1997 HK,"37,088",WHARF REAL ESTATE INVESTMENT,27.15,24.85,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"10,259 Million",,," 3,036.23 ",,, 35.88 ,,"3,863,099",,"12,333,675",,,17.21%,21.25%,21.25%,21.25%,21.25%,75%,75%," 128,740 "," 96,555 "," 96,555 "
,JP3814000000,4901 JP,"1,100",FUJIFILM HOLDINGS CORP,10050,,JPY,, Tokyo ,Tokyo Prime,,"30,206 Million",,, 414.63 ,,, 21.76 ,,"1,479,170",,"99,064,732",,,10.82%,21.25%,21.25%,21.25%,21.25%,75%,75%," 73,514 "," 55,135 "," 55,135 "
,JP3294460005,1605 JP,"5,000",INPEX CORP,2205,,JPY,, Tokyo ,Tokyo Prime,,"20,512 Million",,," 1,259.14 ",,, 34.30 ,,"7,811,147",,"113,401,322",,,16.51%,21.25%,21.25%,21.25%,21.25%,75%,75%," 73,314 "," 54,986 "," 54,986 "
,JP3933800009,4689 JP,"24,000",LY CORP,394,,JPY,, Tokyo ,Tokyo Prime,,"21,705 Million",,," 7,636.93 ",,, 29.95 ,,"17,100,620",,"54,064,538",,,14.58%,21.25%,21.25%,21.25%,21.25%,75%,75%," 62,881 "," 47,161 "," 47,161 "
,JP3435750009,2413 JP,"3,800",M3 INC,2080.5,,JPY,, Tokyo ,Tokyo Prime,,"10,138 Million",,, 679.06 ,,, 35.95 ,,"3,519,240",,"55,288,455",,,17.24%,21.25%,21.25%,21.25%,21.25%,75%,75%," 52,573 "," 39,430 "," 39,430 "
,JP3381000003,5401 JP,"2,900",NIPPON STEEL CORP,3627,,JPY,, Tokyo ,Tokyo Prime,,"25,125 Million",,, 950.32 ,,, 27.83 ,,"8,553,670",,"214,569,437",,,13.62%,21.25%,21.25%,21.25%,21.25%,75%,75%," 69,945 "," 52,459 "," 52,459 "
,JP3200450009,8591 JP,"3,800",ORIX CORP,3265,,JPY,, Tokyo ,Tokyo Prime,,"29,276 Million",,," 1,214.96 ",,, 24.11 ,,"3,818,337",,"80,663,625",,,11.91%,21.25%,21.25%,21.25%,21.25%,75%,75%," 82,504 "," 61,878 "," 61,878 "
,JP3892100003,8309 JP,"6,000",SUMITOMO MITSUI TRUST HOLDIN,3224,,JPY,, Tokyo ,Tokyo Prime,,"16,916 Million",,, 728.05 ,,, 25.42 ,,"2,717,400",,"57,747,302",,,12.52%,21.25%,21.25%,21.25%,21.25%,75%,75%," 128,634 "," 96,476 "," 96,476 "
,CNE1000001Y8,2357 HK,"32,000",AVICHINA INDUSTRY & TECH-H,3.35,2.93,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"3,398 Million",,," 6,210.66 ",,, 33.60 ,,"8,223,009",,"3,288,689",,,16.2%,31.75%,21.25%,31.75%,31.75%,65%,65%," 13,706 "," 8,909 "," 8,909 "
,HK0000145638,3613 HK,"5,000",BEIJING TONG REN TANG CHINES,9.63,8.9,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"1,008 Million",,, 837.10 ,,, 38.57 ,,"2,709,322",,"3,371,316",,,18.37%,31.75%,21.25%,31.75%,31.75%,65%,65%," 6,156 "," 4,001 "," 4,001 "
,BMG2125V1265,8120 HK,854,CHINA DEMETER FINANCIAL INVE,0.126,0.118,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,12 Million,,, 752.90 ,,, 56.85 ,,"1,775,262",,"33,447",,,25.86%,100.%,26.5%,100.%,100.%,0%,0%, 14 , -   , -   
,CNE1000002R0,1088 HK,"10,000",CHINA SHENHUA ENERGY CO-H,29.5,30.95,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"98,466 Million",,," 3,377.48 ",,, 27.73 ,,"18,990,520",,"70,949,433",,,13.58%,21.25%,21.25%,21.25%,21.25%,75%,75%," 37,717 "," 28,287 "," 28,287 "
,CA3518581051,FNV US,500,FRANCO-NEVADA CORP,116.62,,USD,, New York ,#N/A Field Not Applicable,CT,"22,411 Million",,, 192.18 ,,, 27.13 ,,"774,537",,"85,134,904",,,13.3%,21.25%,21.25%,21.25%,21.25%,75%,75%," 58,310 "," 43,733 "," 43,733 "
,CNE100001YQ9,6886 HK,"67,000",HUATAI SECURITIES CO LTD-H,9.56,8.77,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"16,628 Million",,," 1,719.05 ",,, 30.76 ,,"2,713,789",,"3,279,021",,,14.95%,21.25%,21.25%,21.25%,21.25%,75%,75%," 81,892 "," 61,419 "," 61,419 "
,KYG532241042,1813 HK,"20,642",KWG GROUP HOLDINGS LTD,0.355,0.275,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,153 Million,,," 3,418.88 ",,, 97.03 ,,"11,437,670",,"682,269",,,39.99%,100.%,42.25%,100.%,100.%,0%,0%, 937 , -   , -   
,KYG5322R1039,3913 HK,"10,779",KWG LIVING GROUP HOLDINGS LT,0.43,0.33,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,109 Million,,," 2,025.86 ",,, 66.08 ,,"3,977,105",,"212,033",,,29.37%,100.%,31.75%,100.%,100.%,0%,0%, 593 , -   , -   
,TW0002481009,2481 TT,"108,000",PAN JIT INTERNATIONAL INC,56.9,,TWD,, Taiwan ,#N/A Field Not Applicable,TT,,,, 382.11 ,,, 27.66 ,,"1,807,538",,,,,0.%,21.25%,21.25%,21.25%,#N/A,0%,0%, -   , -   , -   
,TW0000055003,0055 TT,"100,000",YUANTA/P-SHRS MSCI TW FIN ET,25.07,,TWD,, Taiwan ,#N/A Field Not Applicable,TT,,,, 68.15 ,,, 10.31 ,,"364,953",,,,,0.%,21.25%,21.25%,21.25%,#N/A,0%,0%, -   , -   , -   
,US26853E1029,EH US,"10,000",EHANG HOLDINGS LTD-SPS ADR,15.5,,USD,, NASDAQ GM ,#N/A Field Not Applicable,#N/A,936 Million,,, 40.88 ,,, 81.92 ,,"880,303",,"12,043,634",,,35.02%,52.75%,37.%,52.75%,52.75%,45%,45%," 155,000 "," 69,750 "," 69,750 "
,US46591M1099,YY US,"10,000",JOYY INC-ADR,33.37,,USD,, NASDAQ GS ,#N/A Field Not Applicable,#N/A,"2,029 Million",,, 44.47 ,,, 41.12 ,,"722,621",,"23,608,804",,,19.46%,31.75%,21.25%,31.75%,31.75%,65%,65%," 333,700 "," 216,905 "," 216,905 "
,US66981J1025,MNSO UN,"10,000",MINISO GROUP HOLDING LTD-ADR,20.4,,USD,, New York ,#N/A Field Not Applicable,#N/A,"6,445 Million",,, 315.92 ,,, 57.16 ,,"416,696",,"7,984,473",,,25.98%,21.25%,26.5%,26.5%,26.5%,70%,70%," 204,000 "," 142,800 "," 142,800 "
,HK0000084183,984 HK,"65,500",AEON STORES HONG KONG CO LTD,0.57,0.5,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,19 Million,,, 260.00 ,,, 41.91 ,,"10,885",,846,,,38.93%,100.%,42.25%,100.%,100.%,0%,0%," 4,773 ", -   , -   
